DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
220116999,7/28/2022,7/28/2022,140,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,M,X,HAND GUN,Adult Other,6TH
220813715,8/25/2022,8/24/2022,2000,West LA,VEHICLE - STOLEN,0,,,,Invest Cont,3100    HUTCHISON                    AV
220413539,9/25/2022,9/25/2022,2048,Hollenbeck,CRIMINAL HOMICIDE,36,M,H,HAND GUN,Invest Cont,4100    HOMER                        ST
220514572,10/6/2022,10/4/2022,1130,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,,Invest Cont,1000 W  C                            ST
230904352,1/10/2023,12/30/2022,735,Van Nuys,VEHICLE - STOLEN,0,,,,Invest Cont,15300    CAMARILLO                    ST
221012090,7/27/2022,7/27/2022,1,West Valley,VEHICLE - STOLEN,0,,,,Invest Cont,7300    LINDLEY                      AV
220514977,10/18/2022,10/18/2022,400,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1300 W  218TH                        ST
222113716,8/30/2022,7/12/2022,1220,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,X,B,,Invest Cont,22300    GILMORE                      ST
221010608,6/19/2022,6/10/2022,1900,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17700    HATTERAS                     ST
220815914,10/19/2022,10/14/2022,910,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",26,M,Z,,Invest Cont,10900    WEYBURN                      AV
221821233,11/28/2022,11/27/2022,1800,Southeast,VEHICLE - STOLEN,0,,,,Invest Cont,10300    BEACH                        ST
221221586,10/14/2022,10/14/2022,856,77th Street,ROBBERY,0,X,X,VERBAL THREAT,Invest Cont,5800 S  VERMONT                      AV
220917228,12/12/2022,12/5/2022,1500,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",63,M,W,,Invest Cont,14200    VENTURA                      BL
220315382,8/19/2022,8/19/2022,1250,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,4600    COLISEUM                     ST
220611856,6/17/2022,6/15/2022,320,Hollywood,TRESPASSING,26,F,B,,Invest Cont,6700    YUCCA                        ST
220913417,9/3/2022,9/3/2022,1214,Van Nuys,BRANDISH WEAPON,41,F,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,6300 N  SEPULVEDA                    BL
220320757,11/25/2022,11/19/2022,1430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,F,B,BOTTLE,Invest Cont,3600 S  LA BREA                      AV
220513987,9/22/2022,9/22/2022,30,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1100 E  M                            ST
221218428,8/26/2022,8/26/2022,620,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,63,F,B,VERBAL THREAT,Adult Other,1700 W  FLORENCE                     AV
221414097,7/22/2022,7/17/2022,2200,Pacific,VEHICLE - STOLEN,0,,,,Invest Cont,CENTINELA                    ST
221420645,11/3/2022,11/3/2022,1150,Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,M,O,,Invest Cont,9900    VENICE                       BL
221713735,9/19/2022,7/13/2022,1205,Devonshire,"BUNCO, PETTY THEFT",0,X,X,,Invest Cont,9800    DE SOTO                      AV
220315577,8/24/2022,8/22/2022,1700,Southwest,VEHICLE - STOLEN,0,,,,Invest Cont,1100 W  MARTIN LUTHER KING JR        BL
220117827,7/30/2022,7/29/2022,1714,Central,BURGLARY FROM VEHICLE,30,M,H,,Invest Cont,JESSE                        ST
221700961,7/30/2022,7/29/2022,1600,Devonshire,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10500    MASON                        AV
221110254,6/9/2022,6/9/2022,1545,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,H,ROCK/THROWN OBJECT,Invest Cont,2200 N  FIGUEROA                     ST
230100501,12/31/2022,12/31/2022,1900,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,HAND GUN,Invest Cont,7TH                          ST
220221119,12/2/2022,12/2/2022,600,Rampart,THEFT OF IDENTITY,25,F,B,,Invest Cont,1300    INGRAHAM                     ST
220911327,7/11/2022,7/11/2022,1755,Van Nuys,CRIMINAL THREATS - NO WEAPON DISPLAYED,55,F,H,VERBAL THREAT,Adult Arrest,7300    LENNOX                       AV
221610064,7/2/2022,7/2/2022,1730,Foothill,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),31,F,H,,Invest Cont,12700    OSBORNE                      ST
221418919,11/2/2022,10/12/2022,2045,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,M,O,,Invest Cont,400    WORLD                        WY
222115166,10/7/2022,10/7/2022,2200,Topanga,BATTERY - SIMPLE ASSAULT,35,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5600    OSO                          AV
230804839,1/21/2023,12/21/2022,2000,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,M,C,,Invest Cont,10200    SANTA MONICA                 BL
221114510,9/28/2022,9/28/2022,2040,Northeast,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,X,X,UNKNOWN FIREARM,Invest Cont,PASADENA                     AV
221116603,11/22/2022,11/12/2022,2055,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,F,W,,Invest Cont,1400    MOHAWK                       ST
220514352,10/1/2022,10/1/2022,630,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,M,H,,Invest Cont,1600 N  FRIES                        AV
220620400,12/20/2022,12/20/2022,905,Hollywood,BATTERY - SIMPLE ASSAULT,26,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6400 W  SUNSET                       BL
222018293,12/3/2022,12/2/2022,1930,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,H,,Invest Cont,200 S  MARIPOSA                     AV
221513733,8/18/2022,8/18/2022,515,N Hollywood,BURGLARY,0,M,O,,Invest Cont,10900    MAGNOLIA                     BL
222015925,10/16/2022,10/16/2022,1345,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 N  ALEXANDRIA                   AV
221811966,6/2/2022,6/2/2022,2200,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,STICK,Adult Other,9500 S  SAN PEDRO                    ST
221216527,7/27/2022,7/27/2022,330,77th Street,VEHICLE - STOLEN,0,M,H,,Invest Cont,200 W  MANCHESTER                   AV
222110225,6/8/2022,6/7/2022,2330,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,50,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,22800    VANOWEN                      ST
221615098,12/12/2022,12/11/2022,2300,Foothill,BURGLARY FROM VEHICLE,46,F,W,,Invest Cont,10600    TUXFORD                      ST
221413633,7/7/2022,7/7/2022,1044,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),32,F,H,,Adult Other,600    WORLD                        WY
221613224,10/10/2022,10/10/2022,915,Foothill,INTIMATE PARTNER - AGGRAVATED ASSAULT,39,F,H,OTHER KNIFE,Adult Arrest,8700    LANKERSHIM                   BL
220113733,6/7/2022,6/7/2022,1215,Central,ROBBERY,27,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,6TH                          ST
220815395,10/10/2022,10/10/2022,1515,West LA,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11700    SANTA MONICA                 BL
221419507,11/30/2022,11/23/2022,1500,Pacific,BURGLARY,41,M,W,,Invest Cont,4100    DEL REY                      AV
221315057,7/27/2022,7/27/2022,1115,Newton,VIOLATION OF RESTRAINING ORDER,35,F,H,,Invest Cont,3400    MCKINLEY                     AV
220618085,10/24/2022,10/22/2022,1135,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,F,W,,Invest Cont,2000 N  HIGHLAND                     AV
221518157,12/5/2022,12/3/2022,1109,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),41,F,V,,Adult Other,4500    LAUREL CANYON                BL
220914926,10/12/2022,10/12/2022,1215,Van Nuys,VIOLATION OF RESTRAINING ORDER,66,F,W,,Invest Cont,4600    ETHEL                        AV
220317857,10/4/2022,10/4/2022,915,Southwest,VEHICLE - STOLEN,0,,,,Invest Cont,2300 W  24TH                         ST
221220980,9/24/2022,9/24/2022,230,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),23,F,H,,Invest Cont,400 E  80TH                         ST
221514497,9/5/2022,9/5/2022,1930,N Hollywood,ROBBERY,54,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3200    CAHUENGA                     BL
222019315,12/16/2022,12/16/2022,2130,Olympic,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 N  KENMORE                      AV
220113885,6/9/2022,6/9/2022,2315,Central,ROBBERY,15,M,H,SIMULATED GUN,Invest Cont,MAIN
221223492,11/4/2022,11/3/2022,224,77th Street,THEFT OF IDENTITY,25,F,B,,Invest Cont,400 W  67TH                         ST
221817511,9/15/2022,8/30/2022,950,Southeast,THEFT PLAIN - PETTY ($950 & UNDER),26,F,B,,Invest Cont,300 E  CENTURY                      BL
221112913,8/20/2022,8/7/2022,2100,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,2400    MCCREADY                     AV
230905949,2/21/2023,5/1/2022,900,Van Nuys,"BUNCO, GRAND THEFT",34,M,W,,Invest Cont,13800    VENTURA                      BL
220717818,12/16/2022,11/21/2022,1822,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),24,M,B,,Invest Cont,6200 W  3RD                          ST
220916513,11/25/2022,11/24/2022,2340,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,W,MACE/PEPPER SPRAY,Invest Cont,4400    VENTURA CANYON               AV
221017571,12/11/2022,12/11/2022,1630,West Valley,BURGLARY,61,F,B,,Invest Cont,18300    COLLINS                      ST
222011884,7/2/2022,6/30/2022,100,Olympic,BATTERY - SIMPLE ASSAULT,36,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,OLYMPIC                      BL
230504334,1/9/2023,12/5/2022,1608,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,35,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1100 N  WILMINGTON                   BL
220322037,12/18/2022,12/17/2022,2030,Southwest,PICKPOCKET,22,F,A,,Invest Cont,2600 S  VERMONT                      AV
220517184,12/19/2022,12/19/2022,145,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,400    WESTMONT                     DR
220817759,12/6/2022,12/5/2022,1400,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,M,W,,Invest Cont,1500    GREENFIELD                   AV
222013379,7/30/2022,7/30/2022,545,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),0,X,X,,Invest Cont,3300 W  OLYMPIC                      BL
221215688,7/14/2022,7/14/2022,19,77th Street,TRESPASSING,40,F,B,,Invest Cont,9200 S  VAN NESS                     AV
221413002,6/27/2022,6/26/2022,2330,Pacific,VEHICLE - STOLEN,0,,,,Invest Cont,4100    INGLEWOOD                    BL
222114138,9/11/2022,9/11/2022,930,Topanga,BRANDISH WEAPON,24,F,H,OTHER KNIFE,Invest Cont,7400    ALABAMA                      AV
220413452,9/22/2022,9/18/2022,2230,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),24,M,A,,Invest Cont,1600    SAN PABLO                    ST
221710278,6/17/2022,6/17/2022,1730,Devonshire,VIOLATION OF RESTRAINING ORDER,66,F,O,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,20000    TIPICO                       ST
221418820,11/13/2022,11/13/2022,1335,Pacific,BATTERY - SIMPLE ASSAULT,28,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4100    LINCOLN                      BL
221514452,8/30/2022,8/30/2022,1645,N Hollywood,BATTERY - SIMPLE ASSAULT,37,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,CHANDLER                     BL
221322369,12/13/2022,12/13/2022,1200,Newton,BATTERY - SIMPLE ASSAULT,53,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  64TH                         ST
220115310,6/30/2022,6/30/2022,2200,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5TH
220815927,10/22/2022,10/17/2022,2112,West LA,"BUNCO, GRAND THEFT",19,M,W,,Invest Cont,10900    WELLWORTH                    AV
220123527,10/30/2022,10/29/2022,1700,Central,BURGLARY FROM VEHICLE,31,F,B,,Invest Cont,8TH
221224691,12/7/2022,12/7/2022,130,77th Street,VEHICLE - STOLEN,0,,,,Invest Cont,7000    7TH                          AV
231704524,1/17/2023,9/1/2022,800,Devonshire,BURGLARY,25,M,H,,Invest Cont,21500    DEVONSHIRE                   ST
221516475,10/24/2022,10/23/2022,1000,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,M,W,,Invest Cont,4500    LEMP                         AV
221513185,8/6/2022,8/6/2022,1630,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,12000    HART                         ST
221915691,10/14/2022,10/13/2022,2100,Mission,VEHICLE - STOLEN,0,,,,Invest Cont,13600    TERRA BELLA                  ST
220122565,10/15/2022,10/15/2022,1245,Central,BATTERY - SIMPLE ASSAULT,23,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  LOS ANGELES                  ST
220413435,9/22/2022,9/21/2022,735,Hollenbeck,BURGLARY FROM VEHICLE,38,F,H,,Invest Cont,1100 S  FRESNO                       ST
221821969,12/9/2022,12/9/2022,1754,Southeast,BATTERY - SIMPLE ASSAULT,49,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100 E  104TH                        ST
230105530,1/24/2023,12/6/2022,1400,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,M,A,,Invest Cont,1200 S  FIGUEROA                     ST
220315275,8/17/2022,8/16/2022,2200,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",59,M,O,,Invest Cont,3400 W  41ST                         ST
220910831,6/24/2022,4/16/2022,1255,Van Nuys,THEFT OF IDENTITY,39,M,H,,Invest Cont,4900    COLDWATER CANYON             AV
220912123,8/2/2022,8/2/2022,654,Van Nuys,THEFT OF IDENTITY,21,F,H,,Invest Cont,7400    HAZELTINE                    AV
222111345,7/6/2022,7/3/2022,1700,Topanga,VEHICLE - STOLEN,0,,,,Invest Cont,5900    MANTON                       AV
221216294,7/22/2022,7/22/2022,1000,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,1800 W  SLAUSON                      AV
221222104,10/21/2022,10/21/2022,830,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,54,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,100 E  74TH                         ST
221609435,6/13/2022,6/4/2022,1120,Foothill,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,M,W,,Invest Cont,11200    TUXFORD                      ST
221911363,6/29/2022,6/29/2022,1415,Mission,BURGLARY,50,M,W,,Invest Cont,15300    GERMAIN                      ST
221318505,9/29/2022,9/29/2022,330,Newton,BURGLARY,0,M,B,,Invest Cont,6500    MCKINLEY                     AV
221415631,8/24/2022,8/24/2022,1415,Pacific,BURGLARY FROM VEHICLE,44,F,H,,Adult Arrest,8400    PERSHING                     DR
221015783,10/27/2022,10/27/2022,2140,West Valley,BATTERY - SIMPLE ASSAULT,24,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,18400    VENTURA                      BL
221017753,12/16/2022,12/11/2022,1801,West Valley,THEFT OF IDENTITY,72,F,O,,Invest Cont,5400    LINDLEY                      AV
221013244,8/25/2022,8/25/2022,1645,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WHITE OAK                    AV
221017967,12/22/2022,12/22/2022,900,West Valley,BATTERY - SIMPLE ASSAULT,40,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6000    RESEDA                       BL
221224502,12/2/2022,12/2/2022,1015,77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,F,B,,Invest Cont,1700 W  59TH                         ST
222115386,10/13/2022,10/13/2022,1430,Topanga,THEFT OF IDENTITY,33,F,W,,Invest Cont,20200    SHERMAN                      WY
221613148,10/8/2022,10/7/2022,2145,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8200    DE GARMO                     AV
221218357,8/25/2022,8/25/2022,345,77th Street,BURGLARY FROM VEHICLE,54,M,B,,Invest Cont,1500 W  79TH                         ST
221513086,8/4/2022,7/29/2022,230,N Hollywood,VEHICLE - STOLEN,0,,,,Invest Cont,11000    HATTERAS                     ST
231904307,1/9/2023,5/7/2022,600,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",81,M,W,,Invest Cont,9600 N  SEPULVEDA                    BL
230806037,2/18/2023,12/23/2022,1400,West LA,BURGLARY,47,F,W,,Invest Cont,1500    BUTLER                       AV
220221271,12/7/2022,12/6/2022,1030,Rampart,BATTERY - SIMPLE ASSAULT,28,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 S  ALVARADO                     ST
221818771,10/9/2022,10/8/2022,300,Southeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),31,F,P,,Invest Cont,2000 E  114TH                        ST
221609372,6/11/2022,6/11/2022,100,Foothill,VEHICLE - STOLEN,0,,,,Invest Cont,CRANER                       AV
220513612,9/12/2022,9/10/2022,2330,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,222ND                        ST
221615383,12/22/2022,12/10/2022,1225,Foothill,THEFT PLAIN - PETTY ($950 & UNDER),0,X,X,,Invest Cont,7600    FOOTHILL                     BL
221715381,10/28/2022,10/28/2022,1210,Devonshire,BRANDISH WEAPON,53,M,H,HAND GUN,Invest Cont,8700    BALBOA                       BL
221916183,10/28/2022,10/28/2022,1245,Mission,BATTERY - SIMPLE ASSAULT,27,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8300 N  SEPULVEDA                    BL
220618156,10/27/2022,10/27/2022,1650,Hollywood,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,SUNSET
230904350,1/10/2023,12/22/2022,415,Van Nuys,VEHICLE - STOLEN,0,,,,Invest Cont,15300    CAMARILLO                    ST
220912822,8/20/2022,8/19/2022,1716,Van Nuys,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),22,M,W,,Invest Cont,14000    RIVERSIDE                    DR
222013370,6/27/2022,6/26/2022,1015,Olympic,BURGLARY FROM VEHICLE,30,F,F,,Invest Cont,3300    WILSHIRE                     BL
221312445,6/5/2022,6/4/2022,30,Newton,ROBBERY,20,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,W  ADAMS
220811424,6/30/2022,6/29/2022,1900,West LA,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Invest Cont,11600 W  OLYMPIC                      BL
221012530,8/6/2022,8/4/2022,1155,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),27,M,H,,Invest Cont,16700    VENTURA                      BL
221613835,11/1/2022,11/1/2022,2359,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,M,O,,Invest Cont,WHITSETT
221414250,7/25/2022,7/25/2022,900,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),32,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,600    WORLD                        WY
221817202,9/10/2022,9/10/2022,1640,Southeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,B,OTHER KNIFE,Adult Arrest,100 W  IMPERIAL                     HY
221012860,8/15/2022,8/15/2022,2215,West Valley,BURGLARY,75,F,W,,Invest Cont,18100    LAKE ENCINO                  DR
221511901,7/3/2022,7/3/2022,1600,N Hollywood,BATTERY - SIMPLE ASSAULT,33,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,11700    LEMAY                        ST
221217118,8/6/2022,8/6/2022,910,77th Street,BATTERY - SIMPLE ASSAULT,42,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,400 W  76TH                         ST
221914552,9/17/2022,9/16/2022,1720,Mission,VEHICLE - STOLEN,0,,,,Adult Arrest,SEPULVEDA                    BL
221417006,9/27/2022,9/24/2022,1200,Pacific,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),74,M,H,,Invest Cont,7700    REDLANDS                     ST
220211303,6/3/2022,6/3/2022,1300,Rampart,BRANDISH WEAPON,48,M,W,OTHER KNIFE,Invest Cont,800 N  MARIPOSA                     AV
220517000,12/13/2022,12/13/2022,115,Harbor,BRANDISH WEAPON,27,M,H,HAND GUN,Invest Cont,1400 E  ANAHEIM                      ST
220818591,12/27/2022,12/25/2022,2355,West LA,VEHICLE - STOLEN,0,,,,Invest Cont,1300    WOODRUFF                     AV
221321850,12/2/2022,12/2/2022,525,Newton,THEFT OF IDENTITY,35,F,B,,Invest Cont,1200 E  58TH                         ST
222014471,8/28/2022,8/28/2022,10,Olympic,BRANDISH WEAPON,30,M,B,KITCHEN KNIFE,Invest Cont,1200    MAGNOLIA                     AV
221412965,6/24/2022,6/24/2022,1900,Pacific,VIOLATION OF COURT ORDER,60,F,O,,Invest Cont,8100    MANITOBA                     ST
220123347,10/27/2022,8/15/2022,1500,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,,Invest Cont,600 S  BROADWAY
221911718,7/8/2022,7/5/2022,2030,Mission,BURGLARY FROM VEHICLE,19,M,H,,Invest Cont,13900    SAYRE                        ST
220316796,9/15/2022,9/11/2022,900,Southwest,VEHICLE - STOLEN,0,,,,Invest Cont,5100    7TH                          AV
220126527,12/17/2022,12/16/2022,2330,Central,PICKPOCKET,25,F,H,,Invest Cont,700 S  BROADWAY
221514111,8/27/2022,8/27/2022,1015,N Hollywood,BATTERY - SIMPLE ASSAULT,34,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,3400    CAHUENGA                     BL
221817554,9/17/2022,9/16/2022,1930,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,B,HAND GUN,Invest Cont,400 E  120TH                        ST
221225284,12/1/2022,12/1/2022,1202,77th Street,THEFT OF IDENTITY,39,F,B,,Invest Cont,400 E  81ST                         ST
221013150,8/23/2022,8/21/2022,1700,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",41,F,O,,Juv Arrest,5100    WOODLEY                      AV
221117358,12/12/2022,12/8/2022,1000,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),55,F,W,,Invest Cont,2100    HILLHURST                    AV
221216332,7/20/2022,7/18/2022,1945,77th Street,BURGLARY,31,M,B,,Invest Cont,500 W  47TH                         ST
220113954,6/10/2022,6/10/2022,1610,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,CESAR E CHAVEZ
220415788,11/29/2022,11/28/2022,1800,Hollenbeck,BURGLARY FROM VEHICLE,42,F,H,,Invest Cont,700 N  BREED                        ST
222015246,9/24/2022,9/21/2022,1345,Olympic,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,F,B,VERBAL THREAT,Invest Cont,VERMONT                      AV
220414833,10/30/2022,10/30/2022,135,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,200 N  SOTO                         ST
221819902,10/30/2022,10/30/2022,1640,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,9600    CROESUS                      AV
222115209,10/9/2022,10/8/2022,2000,Topanga,BURGLARY FROM VEHICLE,52,M,H,,Invest Cont,9000    TOPANGA CANYON               BL
220510704,6/28/2022,6/27/2022,1530,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,55,F,W,VERBAL THREAT,Adult Other,100 W  8TH                          ST
220311868,6/6/2022,5/29/2022,2211,Southwest,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),22,X,X,,Adult Other,3500 S  LA CIENEGA                   BL
221501203,12/18/2022,12/17/2022,600,N Hollywood,INDECENT EXPOSURE,55,F,H,,Adult Arrest,3900    LANKERSHIM                   BL
220714511,9/26/2022,9/25/2022,1400,Wilshire,BATTERY - SIMPLE ASSAULT,73,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1400 S  BRONSON                      AV
221321110,11/18/2022,11/7/2022,800,Newton,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,400 E  42ND                         PL
220122343,10/12/2022,10/12/2022,515,Central,BURGLARY,32,M,A,,Invest Cont,400 E  2ND                          ST
220115838,7/10/2022,7/10/2022,313,Central,BATTERY - SIMPLE ASSAULT,64,M,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SPRING                       ST
220713927,9/9/2022,9/9/2022,2005,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),41,M,H,,Invest Cont,4800 W  17TH                         ST
220409977,6/18/2022,6/18/2022,2130,Hollenbeck,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,X,X,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,CLARENCE
